Phase	         x	         y	    Euler1	  Euler2	  Euler3
   2	  15210.00	   2070.00	   174.160    89.433    60.518
   2	  15210.00	   2160.00	   173.420    87.736    60.040
   1	  15210.00	   2220.00	    53.072    55.597    51.827
   1	  15210.00	   2400.00	    18.375    55.789   359.060
   2	  15210.00	   2520.00	    23.698    67.413    69.460
   2	  15210.00	   2550.00	    23.755    67.068    69.636
   3	  15210.00	   2580.00	    30.165    51.819   245.910
   2	  15210.00	   2610.00	    22.025    67.984     8.314
   1	  15210.00	   2670.00	     3.436    63.250   233.590
   1	  15210.00	   2700.00	   144.840   120.730   178.910
   1	  15210.00	   2760.00	   144.590   121.100   178.650
   2	  15210.00	   2910.00	     5.377   159.230    47.645
   2	  15210.00	   3000.00	     3.151   160.260    44.391
   2	  15210.00	   3270.00	    16.639    99.102     7.873
   2	  15210.00	   3420.00	    42.220    21.268    28.093
   2	  15210.00	   3960.00	     0.487   132.630    51.816
   1	  15240.00	   1050.00	   296.840    85.259   286.390
   1	  15240.00	   1140.00	   138.030   104.950   273.080
   4	  15240.00	   1170.00	   140.350   105.750    93.134
   4	  15240.00	   1230.00	    69.675   106.780   102.940
   1	  15240.00	   1260.00	    70.954   105.650   104.300
   4	  15240.00	   1320.00	    70.088   106.230   104.110
   4	  15240.00	   1530.00	   179.660   145.470   296.370
   4	  15240.00	   1590.00	   177.900    61.571   320.290
   4	  15240.00	   1620.00	   178.120    61.848   320.390
   2	  15240.00	   1680.00	   172.240   124.280    32.294
   2	  15240.00	   1890.00	   173.300    87.646    59.505
   2	  15240.00	   2070.00	   173.680    88.072    60.369
   2	  15240.00	   2100.00	   173.010    88.161    60.581
   2	  15240.00	   2160.00	   173.270    88.096    60.868
   2	  15240.00	   2280.00	   168.050    16.090    78.194
   2	  15240.00	   2430.00	    13.219    78.872    73.051
   4	  15240.00	   2520.00	    23.688    67.214    99.183
   2	  15240.00	   2550.00	    23.396    65.907    69.306
   1	  15240.00	   2580.00	   203.450   114.730   141.220
   2	  15240.00	   2610.00	    21.506    67.599    68.715
   1	  15240.00	   2730.00	   144.490   121.410   178.810
   4	  15240.00	   2790.00	   121.630   102.760   253.430
   2	  15240.00	   2940.00	     3.195   160.370    45.801
   2	  15240.00	   2970.00	     2.579   161.090    44.885
   1	  15240.00	   3120.00	   186.170    59.419   354.730
   2	  15240.00	   3180.00	    17.661    99.102    69.790
   2	  15240.00	   3210.00	    17.352    98.760    69.067
   2	  15240.00	   3240.00	    17.406    99.175    69.080
   2	  15240.00	   3330.00	   116.330    52.227    37.685
   1	  15240.00	   3360.00	    89.747    74.810   287.770
   1	  15240.00	   3480.00	   178.850   138.540   270.720
   4	  15240.00	   3630.00	   172.070    43.466   201.530
   1	  15240.00	   3660.00	   265.680   132.860   117.640
   4	  15270.00	   1170.00	    63.625   120.950    41.102
   4	  15270.00	   1230.00	    69.290   107.080   103.570
   4	  15270.00	   1260.00	    69.237   106.270   103.360
   4	  15270.00	   1290.00	    69.230   104.910   102.910
   1	  15270.00	   1380.00	   123.690    55.962     1.920
   2	  15270.00	   1710.00	   170.490    86.093    60.258
   2	  15270.00	   1770.00	   173.510    87.925    59.428
   2	  15270.00	   1800.00	   173.020    87.848    59.346
   2	  15270.00	   1890.00	   173.350    87.887    59.730
   2	  15270.00	   1920.00	   173.660    87.882    60.008
   2	  15270.00	   1950.00	   173.730    87.890    60.144
   2	  15270.00	   2010.00	   173.430    87.931    60.949
   2	  15270.00	   2070.00	   173.290    88.144    61.144
   2	  15270.00	   2130.00	   173.030    88.253    60.559
   2	  15270.00	   2220.00	   105.760    36.041    54.676
   4	  15270.00	   2280.00	   100.380    69.636   322.670
   4	  15270.00	   2310.00	    77.703   145.690   157.040
   2	  15270.00	   2340.00	    30.748   138.870     3.749
   2	  15270.00	   2400.00	     8.383    67.700    80.200
   2	  15270.00	   2430.00	    12.706    79.410    73.059
   2	  15270.00	   2490.00	    26.766    65.066    11.585
   2	  15270.00	   2580.00	    22.739    63.870     9.835
   4	  15270.00	   2640.00	    88.543    96.578   330.580
   1	  15270.00	   2760.00	   101.720   155.710   285.000
   4	  15270.00	   2880.00	   112.420    70.497    40.679
   2	  15270.00	   2970.00	     2.178   160.720    44.166
   1	  15270.00	   3060.00	   195.760    62.225   348.690
   1	  15270.00	   3090.00	   195.750    62.099   349.430
   2	  15270.00	   3150.00	     7.595   141.610    12.722
   2	  15270.00	   3210.00	    18.282    98.544    68.785
   2	  15270.00	   3270.00	    17.690    99.463    68.969
   2	  15270.00	   3330.00	   116.270    52.480    98.574
   1	  15270.00	   3360.00	    89.293    74.933   287.790
   2	  15270.00	   3510.00	   171.620    25.208    94.319
   1	  15270.00	   3570.00	   168.970   151.500   275.300
   1	  15300.00	   1050.00	   292.320    77.895   292.050
   4	  15300.00	   1110.00	   115.350   104.010   247.580
   1	  15300.00	   1260.00	    70.327   106.500   104.240
   4	  15300.00	   1380.00	   122.990    54.104     0.236
   4	  15300.00	   1410.00	   122.450    53.558     0.803
   4	  15300.00	   1440.00	   113.290    84.814   354.410
   4	  15300.00	   1470.00	   113.540    84.864   353.900
   4	  15300.00	   1530.00	     1.679    34.122    62.643
   4	  15300.00	   1560.00	   179.810   144.850   296.900
   4	  15300.00	   1680.00	   178.290    61.324   318.180
   2	  15300.00	   1770.00	   173.530    87.927    59.943
   2	  15300.00	   1830.00	   173.640    87.838    60.064
   2	  15300.00	   1860.00	   174.080    87.990    59.113
   2	  15300.00	   1890.00	   173.380    87.733    59.709
   2	  15300.00	   1920.00	   172.740    88.353    60.604
   2	  15300.00	   1950.00	   173.190    87.895    60.835
   2	  15300.00	   1980.00	   173.060    88.168    60.847
   2	  15300.00	   2040.00	   172.820    88.141    60.759
   2	  15300.00	   2070.00	   173.430    88.331    60.766
   2	  15300.00	   2190.00	   172.970    88.004    60.911
   2	  15300.00	   2250.00	    68.476   142.480    52.582
   2	  15300.00	   2340.00	    23.306    49.754   119.230
   4	  15300.00	   2400.00	   171.830    33.320   327.020
   2	  15300.00	   2490.00	    25.895    64.727    12.037
   2	  15300.00	   2520.00	    26.773    63.715    11.185
   3	  15300.00	   2550.00	    32.291    68.317   159.290
   1	  15300.00	   2580.00	    25.592    63.834   101.500
   4	  15300.00	   2670.00	    17.908    67.098   211.250
   1	  15300.00	   2730.00	   102.620   155.940   285.990
   1	  15300.00	   2760.00	   102.010   156.080   285.050
   4	  15300.00	   2820.00	   121.090   103.350   254.680
   1	  15300.00	   2850.00	   106.140   105.070   249.400
   4	  15300.00	   2880.00	   112.470    70.435    40.240
   2	  15300.00	   2970.00	    54.790   147.080    34.870
   4	  15300.00	   3030.00	    15.531   121.290    11.656
   1	  15300.00	   3060.00	   195.880    62.217   348.910
   1	  15300.00	   3090.00	   195.720    62.589   348.560
   2	  15300.00	   3150.00	     7.777   141.970    12.748
   2	  15300.00	   3180.00	    17.671    99.698     8.944
   2	  15300.00	   3360.00	    42.961    71.048    56.457
   2	  15300.00	   3450.00	   136.100    39.710   109.670
   1	  15300.00	   3570.00	   350.050    27.989   264.680
   1	  15300.00	   3630.00	   323.360    83.048   333.500
   2	  15300.00	   3810.00	     0.228   132.300    51.319
   2	  15300.00	   3840.00	     0.181   131.540    51.158
   2	  15300.00	   3990.00	   117.460    15.321    17.528
   4	  15330.00	   1080.00	   115.620   104.190    69.531
   4	  15330.00	   1260.00	    69.992   107.890   104.540
   4	  15330.00	   1320.00	   121.160    53.961     1.837
   1	  15330.00	   1350.00	   122.860    56.032     2.965
   4	  15330.00	   1440.00	   113.330    84.908   353.720
   1	  15330.00	   1530.00	     0.203    34.404    63.974
   4	  15330.00	   1560.00	   179.080   145.260   296.330
   1	  15330.00	   1590.00	   175.500    62.802   319.810
   4	  15330.00	   1620.00	   177.130    60.796   318.240
   4	  15330.00	   1650.00	   177.190    60.938   318.220
   4	  15330.00	   1680.00	   176.980    61.646   318.140
   2	  15330.00	   1710.00	   173.540    87.731    60.138
   2	  15330.00	   1740.00	   173.240    87.883    59.832
   2	  15330.00	   1800.00	   173.340    88.004    60.080
   3	  15330.00	   1860.00	   171.520    85.525   299.530
   2	  15330.00	   1890.00	   172.980    88.215    60.128
   2	  15330.00	   1920.00	   173.240    87.877    60.766
   2	  15330.00	   1950.00	   172.760    88.236    60.384
   2	  15330.00	   1980.00	   173.140    87.982    60.818
