    phi1        Phi       phi2      phase         ci         iq sem_signal          x          y    grainId
 218.838    146.559    261.806          0      0.223       2720      17893        540    685.892         59
 219.037    145.977    262.288          0      0.286     2848.3      20858        552    685.892         59
 218.672    146.565    261.972          0      0.355     3089.9      20609        564    685.892         59
 218.507    146.701    261.905          0      0.605     2992.7      20879        576    685.892         59
 217.812    146.139    261.022          0      0.473     2789.2      20039        588    685.892         59
 37.5706    33.7426    159.249          0      0.373     3311.2      20575        600    685.892         59
 218.024    146.004     261.88          0      0.273     2405.3      19347        612    685.892         59
 323.026    37.8931    160.413          0      0.336       2647      18968        624    685.892         67
 323.037     38.151    160.114          0      0.341     2931.8      20128        636    685.892         67
 143.379    142.055    260.141          0      0.618     2521.4      19194        648    685.892         67
 323.457    38.3131    339.668          0      0.409     2643.6      19081        660    685.892         67
  142.96    142.008    199.872          0      0.459     3397.9      19810        672    685.892         67
 322.753    37.9098    340.058          0        0.2     2815.2      19192        684    685.892         67
 323.185    37.8926    220.106          0      0.473     2972.4      17706        696    685.892         67
 142.925    142.055     199.69          0        0.3     3084.1      17681        708    685.892         67
 323.192    37.4428    160.377          0      0.195     2860.9      19557        720    685.892         67
 337.669    7.89994    186.465          0      0.414     2662.8      20018        732    685.892         69
 158.226    172.101    234.276          0      0.805     3011.8      20181        744    685.892         69
 158.507     172.27     234.38          0      0.668     2927.6      20412        756    685.892         69
  337.89    7.83176    186.118          0      0.786     2505.5      20109        768    685.892         69
 156.563    172.456    232.534          0      0.686     3099.4      19452        780    685.892         69
 159.961    171.414    235.152          0      0.009     2224.7      19230        792    685.892         69
 66.4516    109.097    332.626          0      0.391     2715.3      18739        804    685.892         60
 66.0345    109.022    272.417          0      0.723     2473.2      19905        816    685.892         60
 245.657    70.9711    27.6859          0      0.468     2592.1      20655        828    685.892         60
 65.4306    109.631    332.273          0      0.595     2526.4      18623        840    685.892         60
 245.958    70.5454    267.725          0      0.459       2625      19259        852    685.892         60
 66.5066    109.301    272.867          0      0.445     2692.3      19296        864    685.892         60
 66.2442    109.037    332.558          0      0.318     2714.4      18597        876    685.892         60
 246.132    71.0559    267.803          0      0.636     2591.2      19835        888    685.892         60
 246.028    70.9373    27.0637          0      0.473     2669.5      19059        900    685.892         60
 65.8277    109.226    272.426          0      0.086     2111.6      18521        912    685.892         60
 277.756    142.009    323.647          0      0.445     2786.1      19850        924    685.892         64
 98.5579    38.3011    35.5136          0      0.786     2738.9      21230        936    685.892         64
 278.117    141.825    323.444          0      0.377     2724.2      18991        948    685.892         64
 98.6026    37.9378     95.586          0       0.85     2819.3      19297        960    685.892         64
 98.5321    38.1177    335.783          0      0.405     2738.4      19854        972    685.892         64
 278.759    141.853    204.527          0      0.373     2660.9      19538        984    685.892         64
 111.223    65.3074    326.577          0      0.127       1728      19723        996    685.892         54
 84.0701    121.344    343.372          0      0.236     2622.6      17996          6    696.284         55
 284.111    39.2889    205.913          0       0.15     2722.8      19156         18    696.284         61
 283.877    39.7363    206.463          0        0.6     2976.8      17546         30    696.284         61
  104.38    140.535    34.2468          0      0.536       2808      17898         42    696.284         61
  283.82    39.8103    146.406          0      0.464     2893.6      20260         54    696.284         61
 284.659    39.7799    325.535          0       0.45     2889.8      18883         66    696.284         61
 103.788    140.551    213.569          0      0.714     2875.4      19445         78    696.284         61
 104.621    140.298    214.156          0      0.414     3073.5      19206         90    696.284         61
 284.432    39.4046    206.035          0      0.468     2975.8      19703        102    696.284         61
 104.156    140.103    93.9181          0      0.418     3172.3      19577        114    696.284         61
 284.293       39.6    146.334          0      0.532       3196      19212        126    696.284         61
 103.583    140.235    213.479          0      0.432     3223.5      18707        138    696.284         61
 103.726      140.7    33.5902          0      0.182     2852.5      19004        150    696.284         61
 103.679    140.734    213.033          0      0.291     2931.3      20232        162    696.284         61
 283.764    39.5238    326.674          0        0.6     3051.6      18831        174    696.284         61
 284.012    39.5347    326.609          0        0.6     2791.1      17889        186    696.284         61
 259.403    138.928    132.297          0      0.355     2838.3      19567        198    696.284         56
  79.428    41.2948     288.01          0      0.755     3028.4      18234        210    696.284         56
 79.0957    41.3401     288.45          0      0.286     3144.4      19921        222    696.284         56
 259.174    139.422    132.243          0      0.073       2427      19718        234    696.284         56
 77.4748    40.9052    290.126          0      0.009     2223.9      18878        246    696.284         56
 280.094    131.665    91.0871          0      0.527     2583.7      19419        258    696.284         57
 260.049    138.763    12.6349          0      0.623     3054.3      19918        270    696.284         56
 80.0491    41.1149    287.498          0      0.764       3601      19707        282    696.284         56
 80.2943    41.1997    227.371          0      0.514     3327.5      19481        294    696.284         56
 217.192    29.9926     55.338          0      0.086     2268.1      21329        306    696.284         62
 218.315    30.4264    235.768          0      0.395     3173.3      20392        318    696.284         62
 38.8425    149.963    3.51166          0        0.5     3868.3      18865        330    696.284         62
 220.512    29.9909    56.4461          0      0.359     3501.1      18682        342    696.284         62
  220.23    29.8333     56.948          0      0.523     3304.1      19100        354    696.284         62
 40.3156    150.402    3.49447          0      0.795     3073.8      21528        366    696.284         62
 221.248    29.1962    55.7167          0      0.545     3381.1      19966        378    696.284         62
 40.2428    150.903    2.98855          0      0.573     3532.4      18358        390    696.284         62
 221.243    28.3878    237.412          0      0.109     2967.2      18329        402    696.284         62
 222.367    27.4665    296.556          0      0.427       2852      21093        414    696.284         62
 221.981    27.1301    359.037          0      0.295     2972.6      19944        426    696.284         62
 220.633    26.4048  0.0378152          0      0.595     2762.9      19108        438    696.284         62
 220.912    26.2432    359.728          0      0.505     3422.4      19159        450    696.284         62
 43.0687    153.844    2.56284          0      0.018     3226.6      19954        462    696.284         62
 221.277    26.5829    358.696          0      0.314       3224      19278        474    696.284         62
 219.006    146.745    262.475          0      0.395     2908.5      18850        486    696.284         59
 218.318    146.469    261.265          0      0.582     3124.1      19130        498    696.284         59
  218.19    146.002     261.95          0      0.555     3216.5      19226        510    696.284         59
 219.139    146.629    262.619          0      0.882     3260.8      19844        522    696.284         59
 218.403    146.445    261.575          0      0.359     3190.1      18361        534    696.284         59
 219.421    146.694    262.418          0      0.759     3076.4      18824        546    696.284         59
 218.591    146.402    262.046          0      0.655     3358.6      18607        558    696.284         59
  218.23    146.005    261.567          0      0.436     2791.6      18998        570    696.284         59
 219.555    146.553    262.501          0        0.1     3167.1      18131        582    696.284         59
 218.315    146.472    261.253          0      0.541       2688      18972        594    696.284         59
 218.286    146.918    261.736          0      0.186     2243.5      18405        606    696.284         59
 142.993    141.989    199.847          0      0.123     3220.3      20183        618    696.284         67
 143.074    141.867    259.894          0      0.309     2788.6      20046        630    696.284         67
 322.952    37.7562    159.955          0      0.323     3213.8      19506        642    696.284         67
 143.862     142.32    200.573          0      0.318     2803.8      20967        654    696.284         67
 142.854    141.813    199.816          0      0.377     3134.2      19233        666    696.284         67
 142.907    142.248    199.973          0      0.414     2990.5      19428        678    696.284         67
 143.163    142.385    200.283          0      0.641     2836.1      19963        690    696.284         67
 323.272    37.7184    219.768          0      0.432     2911.3      20249        702    696.284         67
  143.58    142.162    260.465          0      0.632     3236.4      18861        714    696.284         67
  142.85    142.324    199.597          0      0.523     2582.9      18964        726    696.284         67
 158.274    171.823    113.889          0      0.782     2696.4      20603        738    696.284         69
 157.703    172.124    233.708          0      0.927     2960.9      18965        750    696.284         69
 157.858    172.288    233.739          0      0.559     3282.8      19088        762    696.284         69
 158.133    172.458    234.336          0      0.673     2921.7      20726        774    696.284         69
 158.062    172.109    233.879          0      0.591     3131.4      19918        786    696.284         69
 337.916    7.96239    125.974          0      0.427     2470.6      17904        798    696.284         69
 65.8311    109.379    272.577          0      0.055     1975.7      19403        810    696.284         60
 66.1016    109.042    332.479          0      0.545     2583.4      18522        822    696.284         60
 65.8546     109.36    272.299          0      0.645     2859.6      20578        834    696.284         60
 66.2144    109.371    332.588          0      0.745     2682.1      20251        846    696.284         60
 66.2374    108.898     332.33          0      0.395     2782.3      19882        858    696.284         60
 66.0678    109.162    272.539          0      0.327     2322.9      20599        870    696.284         60
 65.8821    108.836    332.112          0      0.736     2689.1      20280        882    696.284         60
 65.6724    109.144    332.242          0      0.718     2594.1      19372        894    696.284         60
 65.9996    109.316    332.556          0      0.509     2708.3      19344        906    696.284         60
 97.5501     38.049    97.1026          0      0.445     2932.2      20503        918    696.284         64
 98.3683    38.1808    95.6335          0      0.695     2805.8      20254        930    696.284         64
  99.077    38.1246    95.4513          0      0.418     3007.9      20583        942    696.284         64
  98.606    38.0249    275.903          0      0.336     2877.2      19423        954    696.284         64
 98.3408    38.1831    336.098          0        0.5     3019.6      21502        966    696.284         64
 278.487    142.014    84.4024          0      0.541     2783.5      19818        978    696.284         64
 98.2806    38.2255    36.1955          0      0.859       2374      18887        990    696.284         64
 263.934    58.5093    196.646          0      0.027     2399.4      18411          0    706.677         55
 106.629    27.5851    108.442          0      0.177     2313.2      20679         12    706.677         76
 104.213    140.147    213.766          0      0.259     2691.4      18819         24    706.677         61
 104.918    140.104    94.8824          0      0.141       2713      19401         36    706.677         61
 104.316    140.619    213.962          0      0.414     2864.5      17030         48    706.677         61
 103.621     140.65    333.283          0      0.495     3304.1      18078         60    706.677         61
 284.127    39.5272    206.378          0      0.791     2899.7      18855         72    706.677         61
 103.801    140.234    33.4057          0      0.632     3191.8      20263         84    706.677         61
  103.56    140.221     213.28          0      0.314     2808.8      18094         96    706.677         61
 283.831    39.7174    266.342          0      0.582     2788.4      18905        108    706.677         61
 103.582    141.058    33.4309          0      0.582     3117.5      18188        120    706.677         61
 284.171    39.1846    326.196          0      0.609     3097.3      19179        132    706.677         61
 283.678    39.4682    206.728          0      0.641     3185.9      18624        144    706.677         61
 283.866    39.6063    26.3068          0      0.514     3015.6      18822        156    706.677         61
 104.023    140.176    33.6893          0      0.368     3207.6      17955        168    706.677         61
 283.688     39.569    146.599          0      0.364       2853      19425        180    706.677         61
 284.031    39.5851    146.634          0      0.382     2803.8      19711        192    706.677         61
 259.396    139.067    71.8489          0      0.009     1846.6      19654        204    706.677         56
 78.8052    40.9481    229.352          0      0.041     1928.1      19531        216    706.677         56
 281.844    132.602    276.091          0       0.45     2187.6      17458        228    706.677         57
 282.082    132.613     335.75          0      0.632     3353.9      20533        240    706.677         57
 100.846     47.846    266.668          0      0.445     3151.7      19204        252    706.677         57
 100.128    48.2476    268.603          0      0.073     3032.4      19953        264    706.677         57
 259.141    138.823    251.013          0      0.105     2074.2      19640        276    706.677         56
 218.001    27.4899    55.0143          0      0.555     2974.7      19895        288    706.677         62
   217.2    27.8876    293.676          0      0.355     3133.5      20635        300    706.677         62
 217.143    29.3251    55.2635          0      0.514     3268.7      18959        312    706.677         62
 220.456      29.23    55.2079          0      0.227     3276.6      19550        324    706.677         62
 40.3958    150.344    4.29948          0      0.223     2852.8      19543        336    706.677         62
  39.812    149.984    3.28878          0      0.577     3070.3      19014        348    706.677         62
 40.4136    150.467     3.7947          0      0.255     3304.7      18912        360    706.677         62
 40.4777    150.417    63.7456          0      0.332     3184.3      20436        372    706.677         62
 220.042    29.3824    56.2209          0      0.345       3313      19915        384    706.677         62
 221.362     28.535    236.493          0      0.418     3382.5      20198        396    706.677         62
 41.8952     152.18    301.749          0      0.118     2967.4      20232        408    706.677         62
 41.3143    152.611   0.555196          0       0.35     2628.3      17830        420    706.677         62
 220.546    26.9852     60.863          0      0.623     3215.8      18193        432    706.677         62
 221.387    26.5062    359.985          0        0.4     3167.9      19527        444    706.677         62
 42.6057    154.057    61.7041          0      0.236     3078.4      19271        456    706.677         62
 221.816    25.7682    359.149          0      0.491       3464      18848        468    706.677         62
 43.3116    154.553    302.637          0      0.468     2605.7      19968        480    706.677         62
 218.622    146.701    261.817          0       0.65     2933.5      18661        492    706.677         59
 218.747    146.893    262.106          0      0.427     3159.5      18599        504    706.677         59
 218.731    146.658    261.905          0      0.595     2950.4      19247        516    706.677         59
 218.449    146.401    261.964          0      0.482     2959.2      20191        528    706.677         59
 219.011    146.889    261.894          0      0.582     2887.9      18599        540    706.677         59
 219.279    146.357    262.589          0      0.355     2831.2      19432        552    706.677         59
 218.614    146.408    261.904          0      0.427     2837.9      19510        564    706.677         59
 218.615    146.508    261.901          0      0.564     3061.9      19153        576    706.677         59
 218.233    146.325    261.623          0      0.236     2776.7      19665        588    706.677         59
 322.654    37.6405     160.27          0        0.1     2274.1      19984        600    706.677         67
 143.363    141.839    199.879          0      0.227     2880.5      19163        612    706.677         67
 322.834    38.0003    160.329          0      0.591     2745.5      18540        624    706.677         67
  143.13    142.106    200.061          0      0.427     2709.1      19959        636    706.677         67
 143.276    142.201    200.055          0        0.6     2747.1      20811        648    706.677         67
 143.028    142.253    200.205          0      0.391     3079.3      20464        660    706.677         67
 323.055    37.6594    159.537          0      0.455     2940.6      19730        672    706.677         67
 143.253    142.304    200.044          0      0.309     2849.5      18960        684    706.677         67
 143.733    142.608    20.4191          0      0.273     3043.8      17967        696    706.677         67
 142.998    142.064    20.0254          0      0.459       2947      19681        708    706.677         67
 143.476    142.524    199.903          0      0.609     2887.3      20001        720    706.677         67
 159.084    171.994    354.823          0      0.468     2980.2      18157        732    706.677         69
 157.189    171.638    233.473          0      0.155     2648.8      20430        744    706.677         69
 156.825    172.159    232.897          0       0.75     2719.3      20545        756    706.677         69
  157.24    172.215    233.476          0      0.486     2913.8      18760        768    706.677         69
 158.511    172.111    234.401          0      0.777     3199.6      18853        780    706.677         69
  336.76    7.97443    307.166          0      0.668     2948.5      18983        792    706.677         69
  157.11    172.001    353.208          0      0.914     2976.4      20756        804    706.677         69
 161.075    171.825    236.711          0      0.459     2391.4      21068        816    706.677         69
 66.6573     109.36      272.7          0      0.123     1992.8      19289        828    706.677         60
 246.366    70.1381    267.189          0      0.355     2249.2      20483        840    706.677         60
 65.9022    108.932    332.274          0      0.259     2734.4      19905        852    706.677         60
 65.8489    109.437      332.3          0      0.509     2443.5      19999        864    706.677         60
 245.792    70.7901    27.3066          0      0.764     2441.1      19684        876    706.677         60
 66.1783    108.796    332.499          0       0.35     2409.9      20070        888    706.677         60
 65.6994    108.836    332.045          0      0.695     2503.3      19473        900    706.677         60
 98.6851    38.0736    95.1339          0      0.173     1789.5      18815        912    706.677         64
 97.7225    37.8662    96.0793          0      0.368     2834.4      19370        924    706.677         64
 278.671    141.751    264.641          0      0.577     2861.6      19571        936    706.677         64
 277.829     142.06    323.708          0      0.368     2897.5      20841        948    706.677         64
 98.4599    38.2157    95.5121          0        0.8     2683.5      19636        960    706.677         64
 98.9693    38.2237    95.2903          0      0.591     2555.2      20560        972    706.677         64
 278.267    141.757     263.74          0      0.655     2425.3      19671        984    706.677         64
 98.4588    38.4346    95.4095          0      0.627     2824.9      19371        996    706.677         64
 106.088    27.5226    109.147          0       0.85       3440      18014          6    717.069         76
 105.057    27.5747    110.029          0       0.25     3406.5      18473         18    717.069         76
 105.702    27.7695     109.68          0      0.127       2578      17809         30    717.069         76
 104.757    140.151    214.394          0      0.177     2392.3      17440         42    717.069         61
 104.282    140.096    34.1437          0      0.364     2617.4      16984         54    717.069         61
 284.496    39.5748    146.196          0      0.595     2656.3      18880         66    717.069         61
 283.887    39.4132    326.346          0      0.382     3106.6      19228         78    717.069         61
 283.579    38.9967    326.559          0      0.536     3184.8      18708         90    717.069         61
 104.024    140.721    33.6848          0      0.455     2870.3      18109        102    717.069         61
 283.962    39.1181    326.298          0      0.327     2938.7      18654        114    717.069         61
 284.394    39.5742    325.894          0      0.423     3018.5      18542        126    717.069         61
  283.84    39.8893    146.414          0      0.286     2793.4      18126        138    717.069         61
 284.001    39.6218     146.17          0      0.636     3105.2      18175        150    717.069         61
 103.434    140.297    212.924          0      0.573     3179.3      18480        162    717.069         61
  103.43    140.756    33.0178          0      0.464     2700.2      19825        174    717.069         61
 332.768    153.933    325.731          0      0.073     2575.9      19594        186    717.069         70
 152.975     25.975    94.2453          0      0.314     3160.6      18954        198    717.069         70
  150.71    25.2703    96.5697          0      0.336     3083.4      18440        210    717.069         70
 331.088    154.539     324.07          0      0.245     2264.5      19000        222    717.069         70
 102.547    46.2864    263.414          0      0.659     3051.9      19582        234    717.069         57
 102.292    47.1338    84.7639          0      0.555     3479.9      17845        246    717.069         57
 101.938    47.8821    86.6478          0       0.55     3491.9      18454        258    717.069         57
 102.062    49.0985    23.6288          0      0.545     3156.3      18379        270    717.069         57
 37.1322    151.977    304.587          0      0.009     1937.7      18631        282    717.069         62
 217.205    27.6664    355.878          0      0.332     2314.8      17877        294    717.069         62
 215.361    28.8966    356.669          0      0.082       2762      19537        306    717.069         62
  36.675    151.856     2.5193          0      0.468     3466.8      19601        318    717.069         62
 38.1051    151.538    3.23492          0      0.332     2893.4      19334        330    717.069         62
 217.554     28.841    57.8407          0      0.141     2849.8      19172        342    717.069         62
 219.245    29.0203    56.8305          0      0.273     2736.9      17783        354    717.069         62
 38.5778    151.193    2.88713          0      0.345     2930.2      19356        366    717.069         62
 39.2808    151.304    3.42228          0        0.1     3171.7      20351        378    717.069         62
  40.052    150.909    303.302          0      0.655     3396.4      19144        390    717.069         62
 221.747    28.1425    297.682          0      0.486     3105.5      20407        402    717.069         62
 221.169    27.6584    359.018          0      0.614     2781.6      19457        414    717.069         62
  40.519    152.452    359.097          0      0.391     3117.8      19588        426    717.069         62
 220.903    26.5807   0.560926          0      0.709     2878.5      19248        438    717.069         62
 221.064    26.3985    60.3135          0      0.359     3214.7      19954        450    717.069         62
 219.816    25.8398   0.905846          0       0.25     3230.6      18194        462    717.069         62
 223.475    25.4359    357.185          0      0.218     2960.5      20198        474    717.069         62
 219.653    146.369     262.44          0      0.023       2412      20092        486    717.069         59
 218.528    146.296    262.163          0      0.623     2613.7      19033        498    717.069         59
 219.249    146.606      262.4          0      0.573     3098.2      18808        510    717.069         59
 219.313    146.457    262.348          0      0.259     2931.9      18227        522    717.069         59
 218.853    146.803    262.173          0      0.423     2828.4      18029        534    717.069         59
 218.418    145.776    261.503          0      0.209     2956.1      18273        546    717.069         59
 219.088    146.206     261.91          0      0.223     2961.5      18934        558    717.069         59
 218.504    146.606    261.792          0      0.391     2914.6      17668        570    717.069         59
 218.922    146.854    262.022          0      0.491     2620.2      18944        582    717.069         59
 323.224    37.6582    220.184          0      0.082     2510.1      18962        594    717.069         67
 323.657    37.9986    159.702          0      0.559       3135      20362        606    717.069         67
 142.446      141.9    79.6824          0      0.341     3154.8      18742        618    717.069         67
 322.541    37.5133    160.106          0      0.309     3183.2      18297        630    717.069         67
 143.332    141.623     200.23          0      0.441     3273.7      18649        642    717.069         67
 323.594    37.9596    159.896          0        0.2     2901.6      19164        654    717.069         67
 142.952    142.501    200.176          0      0.273     3027.6      18882        666    717.069         67
 142.983    142.069    200.057          0      0.586     2886.8      18399        678    717.069         67
 143.431     142.64    200.606          0      0.641       2921      18911        690    717.069         67
 143.062    142.058    200.007          0      0.482       3156      17977        702    717.069         67
 143.014    142.139    199.935          0      0.609     3076.5      18134        714    717.069         67
 323.363    38.0444    339.874          0       0.45     2607.8      19077        726    717.069         67
 338.155    7.66675    306.008          0      0.823     2522.3      19291        738    717.069         69
 337.963       7.92    306.139          0       0.65     2960.3      17915        750    717.069         69
 337.238    8.00078    306.602          0      0.695     2719.5      19199        762    717.069         69
 337.626    7.90682    306.107          0      0.745     2962.4      19012        774    717.069         69
 157.514    171.819    233.573          0      0.791     3169.7      18408        786    717.069         69
 156.024    171.722    112.094          0      0.895     2958.3      18961        798    717.069         69
 157.552     172.05     233.52          0      0.782     3146.3      20189        810    717.069         69
 337.058    7.96583    126.833          0      0.659     2968.1      19033        822    717.069         69
 156.869    172.223    232.962          0      0.386     2742.6      19258        834    717.069         69
 162.603    172.471     238.45          0      0.032     2443.4      18927        846    717.069         69
 66.4602    109.728    272.785          0      0.059     2417.4      18661        858    717.069         60
 66.0007    109.405    332.418          0      0.559     2515.9      18102        870    717.069         60
 65.7532    109.259    332.273          0      0.532     2681.8      20030        882    717.069         60
 65.8712    109.233    332.655          0      0.455     2339.7      18635        894    717.069         60
 65.5653    109.059    332.325          0      0.218     2142.2      20078        906    717.069         60
 98.1345     38.092    95.7865          0      0.677       3027      19871        918    717.069         64
 98.0824    38.0633    96.1274          0      0.805     2792.6      19508        930    717.069         64
 278.679    141.556    264.799          0      0.477       2657      18583        942    717.069         64
 98.0646    38.1068     96.332          0      0.464     2601.9      20278        954    717.069         64
 278.153    142.135    83.7842          0      0.782     2454.5      20188        966    717.069         64
 98.4949    38.1727    275.537          0      0.577     2782.7      18690        978    717.069         64
  98.586    38.3251    96.1813          0      0.759     2861.5      20316        990    717.069         64
 286.297    152.768    311.073          0      0.809       3515      19016          0    727.461         76
 285.917    152.555    310.702          0      0.695     3495.9      18512         12    727.461         76
 286.091    152.777    310.622          0      0.668     3941.1      17961         24    727.461         76
 285.818    152.868      310.1          0      0.518     3324.7      18821         36    727.461         76
   106.5    27.1748    48.9163          0      0.673     2573.8      18562         48    727.461         76
 104.428    140.124    213.345          0       0.25     2347.8      18417         60    727.461         61
 103.968    140.685    33.1473          0      0.791     2931.9      19381         72    727.461         61
 284.097     39.439     146.43          0      0.873     2830.2      19355         84    727.461         61
 284.301    39.2797     146.17          0      0.523       2927      19093         96    727.461         61
 284.015    39.5083    146.448          0      0.241     3150.3      18932        108    727.461         61
 104.088    140.398    33.8933          0      0.691     2991.6      19227        120    727.461         61
 104.125    140.496    213.894          0      0.177     3116.9      18452        132    727.461         61
 284.235    39.2505    206.128          0      0.391     3030.8      19426        144    727.461         61
 284.437    39.4791    206.253          0      0.668     2853.6      18997        156    727.461         61
 332.494    154.488    325.103          0      0.127       2278      17689        168    727.461         70
 153.095     25.814    94.1135          0      0.409     3108.7      17336        180    727.461         70
 333.294    154.155    325.906          0      0.327     2947.6      20264        192    727.461         70
 332.852    154.109    325.547          0      0.505     3300.2      18882        204    727.461         70
 152.569    25.6765    94.6939          0      0.764     3099.6      19450        216    727.461         70
  100.97    46.4463    263.975          0      0.014     2460.6      18501        228    727.461         57
 103.099    46.7064    263.454          0        0.7     3901.9      19811        240    727.461         57
 282.795    132.861     274.34          0      0.459     3293.8      20522        252    727.461         57
 283.218    131.372    99.5199          0      0.159     2754.6      19175        264    727.461         57
 103.193    50.4484    259.971          0      0.495     2822.7      19177        276    727.461         57
 38.1538    152.166    4.66388          0      0.132     2373.1      18571        288    727.461         62
 37.4514     153.14    303.791          0      0.073     2016.9      17664        300    727.461         62
 216.801    27.6326    357.221          0      0.295     2683.8      19061        312    727.461         62
 35.9262    152.443    301.425          0      0.114     2956.6      18561        324    727.461         62
 36.5054    152.983    1.28113          0      0.159     2789.8      18685        336    727.461         62
  217.82    26.2352    57.8567          0      0.309     2570.2      18796        348    727.461         62
 218.866    27.0258    56.7692          0      0.005     2648.6      18410        360    727.461         62
  220.14    28.2457    56.1424          0      0.473     2458.1      19515        372    727.461         62
 39.2671    151.515    3.24924          0       0.55     2454.7      19775        384    727.461         62
 39.2281    151.453    2.35887          0       0.35     2824.1      19098        396    727.461         62
 219.027    27.9649   0.426854          0      0.382       3074      19788        408    727.461         62
 219.508    28.0377   0.609054          0      0.055     3044.7      19885        420    727.461         62
 39.2929    152.653    298.247          0        0.4     3256.7      20237        432    727.461         62
  40.032    153.294    298.734          0      0.509     3173.2      19071        444    727.461         62
 39.5799    154.012    358.517          0      0.318       3096      20010        456    727.461         62
 221.189     25.417    359.796          0       0.05     2615.1      18216        468    727.461         62
 10.5092    163.863    328.649          0      0.727     2849.4      19439        480    727.461         62
 10.0715    164.404    268.181          0      0.314     2644.8      18412        492    727.461         62
 218.964    146.426    262.058          0      0.236     2963.8      18668        504    727.461         59
 104.092    140.191    198.914          0      0.164       1961      18432        516    727.461         63
 104.191    140.196    198.933          0      0.132     2291.9      18641        528    727.461         63
 218.502    146.419    321.074          0      0.155     2591.4      19303        540    727.461         59
 218.527    146.956    261.978          0      0.359     2694.4      18438        552    727.461         59
  217.97    146.388    260.971          0       0.35     2702.5      18611        564    727.461         59
 143.379    142.102    199.962          0      0.009     2009.7      18794        576    727.461         67
 142.993    141.977    199.546          0      0.277     2712.4      19273        588    727.461         67
 142.916    142.307    259.961          0      0.341     3024.3      19030        600    727.461         67
 323.414    37.7997    219.813          0      0.177       3075      17541        612    727.461         67
  142.84    142.194    199.861          0      0.214     2803.2      17764        624    727.461         67
 142.707     142.33    199.971          0      0.332     3135.2      18940        636    727.461         67
 323.299    37.6502    219.793          0      0.464     2855.5      19575        648    727.461         67
 323.507     37.354    159.772          0        0.4     3030.6      18911        660    727.461         67
 323.313    37.6508    159.655          0      0.441     3003.6      19821        672    727.461         67
 323.545    37.5929    159.409          0      0.345     2838.5      19141        684    727.461         67
 143.015    142.274    200.173          0      0.286     2994.2      18362        696    727.461         67
 143.247     142.03    260.226          0      0.668     2961.6      19068        708    727.461         67
 322.701    37.7591    340.191          0      0.682     3135.2      19545        720    727.461         67
 159.438    171.981    235.461          0      0.682     3038.6      17936        732    727.461         69
 158.223      172.6     354.15          0      0.591     3219.4      18734        744    727.461         69
 158.666    172.035     234.65          0      0.582     2966.7      18311        756    727.461         69
 157.122    172.007    233.125          0      0.582     2999.8      19525        768    727.461         69
 155.743    172.319    232.048          0      0.473     3325.6      19016        780    727.461         69
 157.531    171.841    233.606          0      0.886     3346.7      18615        792    727.461         69
 336.662     7.9601    307.262          0      0.714     3411.5      18959        804    727.461         69
 157.544    171.709    233.538          0      0.709     2825.5      19112        816    727.461         69
 338.386    8.04605    185.445          0      0.682     3204.7      18158        828    727.461         69
 336.631    7.92286    307.449          0      0.505     2995.7      19555        840    727.461         69
 157.418    172.154    233.346          0      0.823     2826.7      18839        852    727.461         69
 158.045    172.091    354.025          0      0.314     2093.9      18302        864    727.461         69
 66.1669    109.169    272.502          0      0.332     2215.9      18429        876    727.461         60
 245.684    70.8755    27.8692          0       0.65     2583.9      18562        888    727.461         60
 65.5722    109.442    332.303          0      0.364     1814.7      18433        900    727.461         60
 98.3413    37.6049    335.752          0      0.605     2264.6      19433        912    727.461         64
  98.013    38.0902    95.7281          0      0.564     2938.7      18919        924    727.461         64
 99.3119     38.234    95.0858          0      0.723     2866.9      19977        936    727.461         64
 277.698    142.201    83.3591          0      0.305     2960.9      18097        948    727.461         64
 278.119    142.009    83.7578          0      0.823     3093.2      19212        960    727.461         64
 98.7315    38.1481      95.39          0      0.527     3081.5      19401        972    727.461         64
 278.704    141.912     323.97          0      0.632     2969.2      18579        984    727.461         64
 278.186    141.489    263.804          0      0.609     2708.5      18940        996    727.461         64
 286.108    152.535    310.266          0      0.527     3319.3      19370          6    737.854         76
  286.33    152.401    310.599          0      0.714     3619.7      17784         18    737.854         76
 106.151    27.4389    109.674          0      0.664     3548.1      18443         30    737.854         76
 285.874    152.704    310.028          0      0.568     3734.6      17138         42    737.854         76
 285.988    152.781    310.348          0      0.786     3842.8      18763         54    737.854         76
 286.167    152.423    310.736          0      0.386     2733.8      18025         66    737.854         76
 104.474    140.809     33.632          0      0.305     2604.5      19406         78    737.854         61
 104.151    140.078    33.4562          0       0.65     2657.9      18071         90    737.854         61
 283.741    39.6957    147.019          0       0.45     2962.3      18877        102    737.854         61
 284.049    39.8263    326.506          0      0.614     2950.6      17952        114    737.854         61
 284.189    39.6624    146.404          0        0.9     3011.3      18337        126    737.854         61
 283.831    39.3158    146.383          0      0.341     2968.7      18355        138    737.854         61
 283.423    39.6218    146.913          0      0.386     2481.8      17250        150    737.854         61
 331.987    154.476    324.616          0      0.668     3112.9      17698        162    737.854         70
 332.499    154.446    325.305          0      0.495       2921      18540        174    737.854         70
 152.921     25.947    94.5123          0      0.586       3067      19352        186    737.854         70
 332.293      154.6    324.929          0      0.791       3556      17367        198    737.854         70
 333.043    154.292    325.567          0      0.573     3401.4      17618        210    737.854         70
 152.808    26.0169    94.3639          0      0.332     3310.3      18422        222    737.854         70
