X         Y         Z         data
11.4907   9.64181   0         204.2
11.6572   9.43981   0         188.4
11.8202   9.23492   0         206.7
11.9795   9.02723   0         217.6
12.1352   8.81678   0         178.4
12.2873   8.60365   0         192.5
12.4356   8.38789   0         195.9
12.5801   8.16959   0         185.0
12.7207   7.94879   0         186.7
12.8575   7.72557   0         215.9
12.9904   7.5       0         210.9
13.1193   7.27214   0         191.7
13.2442   7.04207   0         193.4
13.3651   6.80986   0         199.2
13.4819   6.57557   0         196.7
13.5946   6.33927   0         185.0
13.7032   6.10105   0         200.0
13.8076   5.86097   0         183.4
13.9078   5.6191    0         205.0
14.0037   5.37552   0         196.7
14.0954   5.1303    0         200.0
14.1828   4.88352   0         176.7
14.2659   4.63525   0         193.4
14.3446   4.38558   0         197.5
14.4189   4.13456   0         217.6
14.4889   3.88229   0         219.2
14.5544   3.62883   0         181.7
14.6156   3.37427   0         212.5
14.6722   3.11868   0         182.5
14.7244   2.86213   0         207.5
14.7721   2.60472   0         192.5
14.8153   2.34652   0         213.4
14.854    2.0876    0         191.7
14.8882   1.82804   0         215.0
14.9178   1.56793   0         197.5
14.9429   1.30734   0         215.9
14.9635   1.04635   0         180.0
14.9794   0.78504   0         196.7
14.9909   0.52349   0         192.5
14.9977   0.26179   0         180.9
15        0         0         175.0
14.9977   -0.26179  0         200.0
14.9909   -0.52349  0         230.1
14.9794   -0.78504  0         194.2
14.9635   -1.04635  0         200.0
14.9429   -1.30734  0         205.9
14.9178   -1.56793  0         210.0
14.8882   -1.82804  0         199.2
14.854    -2.0876   0         200.0
14.8153   -2.34652  0         181.7
14.7721   -2.60472  0         215.0
14.7244   -2.86213  0         200.9
14.6722   -3.11868  0         205.0
14.6156   -3.37427  0         192.5
14.5544   -3.62883  0         205.0
14.4889   -3.88229  0         205.0
14.4189   -4.13456  0         185.9
14.3446   -4.38558  0         182.5
14.2659   -4.63525  0         211.7
14.1828   -4.88352  0         199.2
14.0954   -5.1303   0         210.0
14.0037   -5.37552  0         191.7
13.9078   -5.6191   0         202.5
13.8076   -5.86097  0         201.7
13.7032   -6.10105  0         200.9
13.5946   -6.33927  0         213.4
13.4819   -6.57557  0         239.2
13.3651   -6.80986  0         207.5
13.2442   -7.04207  0         202.5
13.1193   -7.27214  0         194.2
12.9904   -7.5      0         200.0
12.8575   -7.72557  0         190.9
12.7207   -7.94879  0         195.0
12.5801   -8.16959  0         191.7
12.4356   -8.38789  0         190.0
12.2873   -8.60365  0         187.5
12.1352   -8.81678  0         187.5
11.9795   -9.02723  0         170.0
11.8202   -9.23492  0         221.7
11.6572   -9.43981  0         200.9
11.4907   -9.64181  0         207.5
11.3206   -9.84089  0         186.7
11.1472   -10.037   0         220.9
10.9703   -10.23    0         184.2
10.7901   -10.4199  0         213.4
10.6066   -10.6066  0         171.7
10.4199   -10.7901  0         188.4
10.23     -10.9703  0         207.5
10.037    -11.1472  0         188.4
9.84089   -11.3206  0         213.4
9.64181   -11.4907  0         190.9
9.43981   -11.6572  0         186.7
9.23492   -11.8202  0         204.2
9.02723   -11.9795  0         181.7
8.81678   -12.1352  0         183.4
8.60365   -12.2873  0         192.5
8.38789   -12.4356  0         195.0
8.16959   -12.5801  0         207.5
7.94879   -12.7207  0         205.0
7.72557   -12.8575  0         187.5
7.5       -12.9904  0         181.7
7.27214   -13.1193  0         200.9
7.04207   -13.2442  0         203.4
6.80986   -13.3651  0         203.4
6.57557   -13.4819  0         215.0
6.33927   -13.5946  0         200.9
6.10105   -13.7032  0         195.0
5.86097   -13.8076  0         206.7
5.6191    -13.9078  0         193.4
5.37552   -14.0037  0         207.5
5.1303    -14.0954  0         175.9
4.88352   -14.1828  0         193.4
4.63525   -14.2659  0         207.5
4.38558   -14.3446  0         201.7
4.13456   -14.4189  0         177.5
3.88229   -14.4889  0         200.0
3.62883   -14.5544  0         189.2
3.37427   -14.6156  0         212.5
3.11868   -14.6722  0         200.0
2.86213   -14.7244  0         217.6
2.60472   -14.7721  0         185.9
2.34652   -14.8153  0         197.5
2.0876    -14.854   0         206.7
1.82804   -14.8882  0         195.0
1.56793   -14.9178  0         194.2
1.30734   -14.9429  0         217.6
1.04635   -14.9635  0         205.9
0.78504   -14.9794  0         216.7
0.52349   -14.9909  0         205.0
0.26179   -14.9977  0         201.7
0         -15       0         188.4
-0.26179  -14.9977  0         215.0
-0.52349  -14.9909  0         202.5
-0.78504  -14.9794  0         195.9
-1.04635  -14.9635  0         181.7
-1.30734  -14.9429  0         189.2
-1.56793  -14.9178  0         197.5
-1.82804  -14.8882  0         180.9
-2.0876   -14.854   0         193.4
-2.34652  -14.8153  0         189.2
-2.60472  -14.7721  0         210.0
-2.86213  -14.7244  0         205.9
-3.11868  -14.6722  0         209.2
-3.37427  -14.6156  0         186.7
-3.62883  -14.5544  0         203.4
-3.88229  -14.4889  0         189.2
-4.13456  -14.4189  0         209.2
-4.38558  -14.3446  0         204.2
-4.63525  -14.2659  0         220.1
-4.88352  -14.1828  0         187.5
-5.1303   -14.0954  0         181.7
-5.37552  -14.0037  0         200.9
-5.6191   -13.9078  0         177.5
-5.86097  -13.8076  0         227.6
-6.10105  -13.7032  0         206.7
-6.33927  -13.5946  0         224.2
-6.57557  -13.4819  0         201.7
-6.80986  -13.3651  0         205.0
-7.04207  -13.2442  0         187.5
-7.27214  -13.1193  0         220.1
-7.5      -12.9904  0         205.9
-7.72557  -12.8575  0         207.5
-7.94879  -12.7207  0         205.9
-8.16959  -12.5801  0         210.9
-8.38789  -12.4356  0         207.5
-8.60365  -12.2873  0         197.5
-8.81678  -12.1352  0         196.7
-9.02723  -11.9795  0         174.2
-9.23492  -11.8202  0         228.4
-9.43981  -11.6572  0         190.9
-9.64181  -11.4907  0         220.1
-9.84089  -11.3206  0         212.5
-10.037   -11.1472  0         218.4
-10.23    -10.9703  0         213.4
-10.4199  -10.7901  0         225.9
-10.6066  -10.6066  0         200.9
-10.7901  -10.4199  0         238.4
-10.9703  -10.23    0         203.4
-11.1472  -10.037   0         188.4
-11.3206  -9.84089  0         197.5
-11.4907  -9.64181  0         225.9
-11.6572  -9.43981  0         221.7
-11.8202  -9.23492  0         219.2
-11.9795  -9.02723  0         212.5
-12.1352  -8.81678  0         220.1
-12.2873  -8.60365  0         184.2
-12.4356  -8.38789  0         220.9
-12.5801  -8.16959  0         203.4
-12.7207  -7.94879  0         219.2
-12.8575  -7.72557  0         200.9
-12.9904  -7.5      0         205.0
-13.1193  -7.27214  0         210.0
-13.2442  -7.04207  0         205.0
-13.3651  -6.80986  0         196.7
-13.4819  -6.57557  0         224.2
-13.5946  -6.33927  0         210.9
-13.7032  -6.10105  0         220.1
-13.8076  -5.86097  0         206.7
-13.9078  -5.6191   0         219.2
-14.0037  -5.37552  0         199.2
-14.0954  -5.1303   0         199.2
-14.1828  -4.88352  0         206.7
-14.2659  -4.63525  0         228.4
-14.3446  -4.38558  0         215.9
-14.4189  -4.13456  0         228.4
-14.4889  -3.88229  0         202.5
-14.5544  -3.62883  0         216.7
-14.6156  -3.37427  0         225.9
-14.6722  -3.11868  0         223.4
-14.7244  -2.86213  0         207.5
-14.7721  -2.60472  0         224.2
-14.8153  -2.34652  0         219.2
-14.854   -2.0876   0         230.9
-14.8882  -1.82804  0         199.2
-14.9178  -1.56793  0         221.7
-14.9429  -1.30734  0         237.6
-14.9635  -1.04635  0         232.6
-14.9794  -0.78504  0         217.5
-14.9909  -0.52349  0         223.4
-14.9977  -0.26179  0         215.0
-15       0         0         204.2
-14.9977  0.26179   0         230.1
-14.9909  0.52349   0         227.6
-14.9794  0.78504   0         221.7
-14.9635  1.04635   0         227.6
-14.9429  1.30734   0         232.6
-14.9178  1.56793   0         218.4
-14.8882  1.82804   0         226.7
-14.854   2.0876    0         232.6
-14.8153  2.34652   0         232.6
-14.7721  2.60472   0         207.5
-14.7244  2.86213   0         226.7
-14.6722  3.11868   0         217.6
-14.6156  3.37427   0         211.7
-14.5544  3.62883   0         213.4
-14.4889  3.88229   0         227.6
-14.4189  4.13456   0         205.9
-14.3446  4.38558   0         195.9
-14.2659  4.63525   0         216.7
-14.1828  4.88352   0         228.4
-14.0954  5.1303    0         202.5
-14.0037  5.37552   0         227.6
-13.9078  5.6191    0         215.0
-13.8076  5.86097   0         200.0
-13.7032  6.10105   0         214.2
-13.5946  6.33927   0         218.4
-13.4819  6.57557   0         230.1
-13.3651  6.80986   0         229.2
-13.2442  7.04207   0         212.5
-13.1193  7.27214   0         222.6
-12.9904  7.5       0         231.7
-12.8575  7.72557   0         201.7
-12.7207  7.94879   0         190.9
-12.5801  8.16959   0         211.7
-12.4356  8.38789   0         217.6
-12.2873  8.60365   0         207.5
-12.1352  8.81678   0         191.7
-11.9795  9.02723   0         220.9
-11.8202  9.23492   0         212.5
-11.6572  9.43981   0         239.2
-11.4907  9.64181   0         200.0
-11.3206  9.84089   0         206.7
-11.1472  10.037    0         240.9
-10.9703  10.23     0         240.9
-10.7901  10.4199   0         222.6
-10.6066  10.6066   0         221.7
-10.4199  10.7901   0         195.9
-10.23    10.9703   0         208.4
-10.037   11.1472   0         214.2
-9.84089  11.3206   0         217.6
-9.64181  11.4907   0         201.7
-9.43981  11.6572   0         210.9
-9.23492  11.8202   0         199.2
-9.02723  11.9795   0         194.2
-8.81678  12.1352   0         211.7
-8.60365  12.2873   0         210.0
-8.38789  12.4356   0         213.4
-8.16959  12.5801   0         188.4
-7.94879  12.7207   0         243.4
-7.72557  12.8575   0         190.0
-7.5      12.9904   0         172.5
-7.27214  13.1193   0         212.5
-7.04207  13.2442   0         204.2
-6.80986  13.3651   0         205.0
-6.57557  13.4819   0         205.0
-6.33927  13.5946   0         200.0
-6.10105  13.7032   0         180.0
-5.86097  13.8076   0         206.7
-5.6191   13.9078   0         207.5
-5.37552  14.0037   0         187.5
-5.1303   14.0954   0         203.4
-4.88352  14.1828   0         205.9
-4.63525  14.2659   0         204.2
-4.38558  14.3446   0         201.7
-4.13456  14.4189   0         181.7
-3.88229  14.4889   0         220.1
-3.62883  14.5544   0         203.4
-3.37427  14.6156   0         206.7
-3.11868  14.6722   0         190.0
-2.86213  14.7244   0         195.0
-2.60472  14.7721   0         187.5
-2.34652  14.8153   0         188.4
-2.0876   14.854    0         202.5
-1.82804  14.8882   0         193.4
-1.56793  14.9178   0         186.7
-1.30734  14.9429   0         201.7
-1.04635  14.9635   0         224.2
-0.78504  14.9794   0         190.9
-0.52349  14.9909   0         175.9
-0.26179  14.9977   0         168.4
0         15        0         201.7
0         10        0         198.4
0.17452   9.99848   0         220.1
0.34899   9.99391   0         203.4
0.52336   9.9863    0         -1.0
0.69756   9.97564   0         -1.0
0.87156   9.96195   0         -1.0
1.04528   9.94522   0         -1.0
1.21869   9.92546   0         -1.0
1.39173   9.90268   0         -1.0
1.56434   9.87688   0         206.7
1.73648   9.84808   0         193.4
1.90809   9.81627   0         194.2
2.07912   9.78148   0         205.9
2.24951   9.7437    0         188.4
2.41922   9.70296   0         216.7
2.58819   9.65926   0         215.0
2.75637   9.61262   0         208.4
2.92372   9.56305   0         175.0
3.09017   9.51057   0         210.0
3.25568   9.45519   0         183.4
3.4202    9.39693   0         203.4
3.58368   9.3358    0         191.7
3.74607   9.27184   0         195.9
3.90731   9.20505   0         190.9
4.06737   9.13545   0         194.2
4.22618   9.06308   0         199.2
4.38371   8.98794   0         196.7
4.5399    8.91007   0         177.5
4.69472   8.82948   0         200.9
4.8481    8.7462    0         231.7
5         8.66025   0         214.2
5.15038   8.57167   0         202.5
5.29919   8.48048   0         210.9
5.44639   8.38671   0         197.5
5.59193   8.29038   0         183.4
5.73576   8.19152   0         195.0
5.87785   8.09017   0         194.2
6.01815   7.98636   0         205.0
6.15661   7.88011   0         197.5
6.2932    7.77146   0         224.2
6.42788   7.66044   0         212.5
6.56059   7.5471    0         195.9
6.69131   7.43145   0         176.7
6.81998   7.31354   0         204.2
6.94658   7.1934    0         180.0
7.07107   7.07107   0         204.2
7.1934    6.94658   0         181.7
7.31354   6.81998   0         179.2
7.43145   6.69131   0         179.2
7.5471    6.56059   0         209.2
7.66044   6.42788   0         206.7
7.77146   6.2932    0         203.4
7.88011   6.15661   0         203.4
7.98636   6.01815   0         206.7
8.09017   5.87785   0         187.5
8.19152   5.73576   0         180.0
8.29038   5.59193   0         202.5
8.38671   5.44639   0         188.4
8.48048   5.29919   0         207.5
8.57167   5.15038   0         210.0
8.66025   5         0         201.7
8.7462    4.8481    0         201.7
8.82948   4.69472   0         190.0
8.91007   4.5399    0         178.4
8.98794   4.38371   0         188.4
9.06308   4.22618   0         181.7
9.13545   4.06737   0         201.7
9.20505   3.90731   0         185.9
9.27184   3.74607   0         200.0
9.3358    3.58368   0         204.2
9.39693   3.4202    0         210.9
9.45519   3.25568   0         192.5
9.51057   3.09017   0         185.0
9.56305   2.92372   0         193.4
9.61262   2.75637   0         208.4
9.65926   2.58819   0         192.5
9.70296   2.41922   0         170.0
9.7437    2.24951   0         193.4
9.78148   2.07912   0         200.9
9.81627   1.90809   0         193.4
9.84808   1.73648   0         190.0
9.87688   1.56434   0         207.5
9.90268   1.39173   0         195.9
9.92546   1.21869   0         190.9
9.94522   1.04528   0         189.2
9.96195   0.87156   0         192.5
9.97564   0.69756   0         211.7
9.9863    0.52336   0         207.5
9.99391   0.34899   0         221.7
9.99848   0.17452   0         195.0
10        0         0         210.9
9.99848   -0.17452  0         175.0
9.99391   -0.34899  0         167.5
9.9863    -0.52336  0         185.9
9.97564   -0.69756  0         210.0
9.96195   -0.87156  0         220.1
9.94522   -1.04528  0         175.9
9.92546   -1.21869  0         201.7
9.90268   -1.39173  0         208.4
9.87688   -1.56434  0         205.9
9.84808   -1.73648  0         204.2
9.81627   -1.90809  0         199.2
9.78148   -2.07912  0         191.7
9.7437    -2.24951  0         213.4
9.70296   -2.41922  0         193.4
9.65926   -2.58819  0         185.0
9.61262   -2.75637  0         185.0
9.56305   -2.92372  0         178.4
9.51057   -3.09017  0         225.9
9.45519   -3.25568  0         203.4
9.39693   -3.4202   0         175.0
9.3358    -3.58368  0         185.0
9.27184   -3.74607  0         203.4
9.20505   -3.90731  0         192.5
9.13545   -4.06737  0         203.4
9.06308   -4.22618  0         195.9
8.98794   -4.38371  0         216.7
8.91007   -4.5399   0         185.0
8.82948   -4.69472  0         182.5
8.7462    -4.8481   0         199.2
8.66025   -5        0         201.7
8.57167   -5.15038  0         190.0
8.48048   -5.29919  0         210.9
8.38671   -5.44639  0         185.0
8.29038   -5.59193  0         207.5
8.19152   -5.73576  0         205.9
8.09017   -5.87785  0         189.2
7.98636   -6.01815  0         197.5
7.88011   -6.15661  0         180.9
7.77146   -6.2932   0         190.0
7.66044   -6.42788  0         195.9
7.5471    -6.56059  0         198.4
7.43145   -6.69131  0         187.5
7.31354   -6.81998  0         190.0
7.1934    -6.94658  0         188.4
7.07107   -7.07107  0         203.4
6.94658   -7.1934   0         180.9
6.81998   -7.31354  0         207.5
6.69131   -7.43145  0         195.9
6.56059   -7.5471   0         205.9
6.42788   -7.66044  0         208.4
6.2932    -7.77146  0         215.0
6.15661   -7.88011  0         216.7
6.01815   -7.98636  0         185.0
5.87785   -8.09017  0         189.2
5.73576   -8.19152  0         185.0
5.59193   -8.29038  0         205.9
5.44639   -8.38671  0         194.2
5.29919   -8.48048  0         177.5
5.15038   -8.57167  0         203.4
5         -8.66025  0         199.2
4.8481    -8.7462   0         203.4
4.69472   -8.82948  0         193.4
4.5399    -8.91007  0         194.2
4.38371   -8.98794  0         208.4
4.22618   -9.06308  0         189.2
4.06737   -9.13545  0         202.5
3.90731   -9.20505  0         192.5
3.74607   -9.27184  0         190.0
3.58368   -9.3358   0         207.5
3.4202    -9.39693  0         210.9
3.25568   -9.45519  0         206.7
3.09017   -9.51057  0         195.0
2.92372   -9.56305  0         175.9
2.75637   -9.61262  0         215.9
2.58819   -9.65926  0         204.2
2.41922   -9.70296  0         191.7
2.24951   -9.7437   0         180.0
2.07912   -9.78148  0         168.4
1.90809   -9.81627  0         185.9
1.73648   -9.84808  0         208.4
1.56434   -9.87688  0         179.2
1.39173   -9.90268  0         205.0
1.21869   -9.92546  0         200.9
1.04528   -9.94522  0         180.9
0.87156   -9.96195  0         192.5
0.69756   -9.97564  0         193.4
0.52336   -9.9863   0         182.5
0.34899   -9.99391  0         179.2
0.17452   -9.99848  0         187.5
0         -10       0         191.7
-0.17452  -9.99848  0         212.5
-0.34899  -9.99391  0         205.9
-0.52336  -9.9863   0         207.5
-0.69756  -9.97564  0         205.0
-0.87156  -9.96195  0         210.0
-1.04528  -9.94522  0         210.0
-1.21869  -9.92546  0         207.5
-1.39173  -9.90268  0         200.9
-1.56434  -9.87688  0         194.2
-1.73648  -9.84808  0         225.1
-1.90809  -9.81627  0         218.4
-2.07912  -9.78148  0         201.7
-2.24951  -9.7437   0         196.7
-2.41922  -9.70296  0         210.0
-2.58819  -9.65926  0         186.7
-2.75637  -9.61262  0         199.2
-2.92372  -9.56305  0         200.9
-3.09017  -9.51057  0         189.2
-3.25568  -9.45519  0         179.2
-3.4202   -9.39693  0         171.7
-3.58368  -9.3358   0         216.7
-3.74607  -9.27184  0         205.9
-3.90731  -9.20505  0         191.7
-4.06737  -9.13545  0         205.9
-4.22618  -9.06308  0         204.2
-4.38371  -8.98794  0         205.9
-4.5399   -8.91007  0         198.4
-4.69472  -8.82948  0         187.5
-4.8481   -8.7462   0         208.4
-5        -8.66025  0         232.6
-5.15038  -8.57167  0         188.4
-5.29919  -8.48048  0         221.7
-5.44639  -8.38671  0         216.7
-5.59193  -8.29038  0         183.4
-5.73576  -8.19152  0         182.5
-5.87785  -8.09017  0         203.4
-6.01815  -7.98636  0         230.1
-6.15661  -7.88011  0         185.9
-6.2932   -7.77146  0         194.2
-6.42788  -7.66044  0         211.7
-6.56059  -7.5471   0         200.0
-6.69131  -7.43145  0         183.4
-6.81998  -7.31354  0         203.4
-6.94658  -7.1934   0         208.4
-7.07107  -7.07107  0         198.4
-7.1934   -6.94658  0         188.4
-7.31354  -6.81998  0         200.0
-7.43145  -6.69131  0         187.5
-7.5471   -6.56059  0         200.9
-7.66044  -6.42788  0         211.7
-7.77146  -6.2932   0         194.2
-7.88011  -6.15661  0         195.9
-7.98636  -6.01815  0         208.4
-8.09017  -5.87785  0         218.4
-8.19152  -5.73576  0         216.7
-8.29038  -5.59193  0         210.9
-8.38671  -5.44639  0         192.5
-8.48048  -5.29919  0         193.4
-8.57167  -5.15038  0         194.2
-8.66025  -5        0         199.2
-8.7462   -4.8481   0         214.2
-8.82948  -4.69472  0         192.5
-8.91007  -4.5399   0         205.9
-8.98794  -4.38371  0         195.0
-9.06308  -4.22618  0         203.4
-9.13545  -4.06737  0         203.4
-9.20505  -3.90731  0         205.9
-9.27184  -3.74607  0         185.0
-9.3358   -3.58368  0         219.2
-9.39693  -3.4202   0         209.2
-9.45519  -3.25568  0         197.5
-9.51057  -3.09017  0         207.5
-9.56305  -2.92372  0         196.7
-9.61262  -2.75637  0         206.7
-9.65926  -2.58819  0         180.0
-9.70296  -2.41922  0         170.0
-9.7437   -2.24951  0         208.4
-9.78148  -2.07912  0         206.7
-9.81627  -1.90809  0         206.7
-9.84808  -1.73648  0         202.5
-9.87688  -1.56434  0         220.1
-9.90268  -1.39173  0         193.4
-9.92546  -1.21869  0         224.2
-9.94522  -1.04528  0         186.7
-9.96195  -0.87156  0         199.2
-9.97564  -0.69756  0         212.5
-9.9863   -0.52336  0         200.0
-9.99391  -0.34899  0         197.5
-9.99848  -0.17452  0         180.0
-10       0         0         216.7
-9.99848  0.17452   0         227.6
-9.99391  0.34899   0         196.7
-9.9863   0.52336   0         210.9
-9.97564  0.69756   0         234.2
-9.96195  0.87156   0         195.9
-9.94522  1.04528   0         201.7
-9.92546  1.21869   0         203.4
-9.90268  1.39173   0         201.7
-9.87688  1.56434   0         180.0
-9.84808  1.73648   0         189.2
-9.81627  1.90809   0         211.7
-9.78148  2.07912   0         205.0
-9.7437   2.24951   0         184.2
-9.70296  2.41922   0         202.5
-9.65926  2.58819   0         212.5
-9.61262  2.75637   0         189.2
-9.56305  2.92372   0         195.0
-9.51057  3.09017   0         220.1
-9.45519  3.25568   0         190.9
-9.39693  3.4202    0         181.7
-9.3358   3.58368   0         200.0
-9.27184  3.74607   0         195.9
-9.20505  3.90731   0         208.4
-9.13545  4.06737   0         192.5
-9.06308  4.22618   0         201.7
-8.98794  4.38371   0         194.2
-8.91007  4.5399    0         192.5
-8.82948  4.69472   0         211.7
-8.7462   4.8481    0         215.1
-8.66025  5         0         223.4
-8.57167  5.15038   0         200.0
-8.48048  5.29919   0         205.9
-8.38671  5.44639   0         199.2
-8.29038  5.59193   0         189.2
-8.19152  5.73576   0         212.5
-8.09017  5.87785   0         204.2
-7.98636  6.01815   0         201.7
-7.88011  6.15661   0         204.2
-7.77146  6.2932    0         193.4
-7.66044  6.42788   0         214.2
-7.5471   6.56059   0         208.4
-7.43145  6.69131   0         185.9
-7.31354  6.81998   0         215.9
-7.1934   6.94658   0         170.0
-7.07107  7.07107   0         203.4
-6.94658  7.1934    0         195.0
-6.81998  7.31354   0         196.7
-6.69131  7.43145   0         201.7
-6.56059  7.5471    0         186.7
-6.42788  7.66044   0         180.9
-6.2932   7.77146   0         208.4
-6.15661  7.88011   0         188.4
-6.01815  7.98636   0         221.7
-5.87785  8.09017   0         207.5
-5.73576  8.19152   0         185.9
-5.59193  8.29038   0         205.9
-5.44639  8.38671   0         190.0
-5.29919  8.48048   0         209.2
-5.15038  8.57167   0         218.4
-5        8.66025   0         186.7
-4.8481   8.7462    0         187.5
-4.69472  8.82948   0         219.2
-4.5399   8.91007   0         223.4
-4.38371  8.98794   0         191.7
-4.22618  9.06308   0         197.5
-4.06737  9.13545   0         181.7
-3.90731  9.20505   0         212.5
-3.74607  9.27184   0         222.6
-3.58368  9.3358    0         216.7
-3.4202   9.39693   0         180.9
-3.25568  9.45519   0         215.9
-3.09017  9.51057   0         184.2
-2.92372  9.56305   0         210.9
-2.75637  9.61262   0         189.2
-2.58819  9.65926   0         220.1
-2.41922  9.70296   0         194.2
-2.24951  9.7437    0         197.5
-2.07912  9.78148   0         200.0
-1.90809  9.81627   0         192.5
-1.73648  9.84808   0         201.7
-1.56434  9.87688   0         183.4
-1.39173  9.90268   0         205.0
-1.21869  9.92546   0         208.4
-1.04528  9.94522   0         206.7
-0.87156  9.96195   0         190.0
-0.69756  9.97564   0         204.2
-0.52336  9.9863    0         192.5
-0.34899  9.99391   0         186.7
-0.17452  9.99848   0         204.2
0         10        0         191.7
0         5         0         209.2
0.08726   4.99924   0         200.0
0.1745    4.99695   0         195.9
0.26168   4.99315   0         190.9
0.34878   4.98782   0         -1.0
0.43578   4.98097   0         -1.0
0.52264   4.97261   0         -1.0
0.60935   4.96273   0         -1.0
0.69587   4.95134   0         -1.0
0.78217   4.93844   0         -1.0
0.86824   4.92404   0         189.2
0.95404   4.90814   0         200.9
1.03956   4.89074   0         215.0
1.12476   4.87185   0         199.2
1.20961   4.85148   0         203.4
1.2941    4.82963   0         204.2
1.37819   4.80631   0         200.9
1.46186   4.78152   0         198.4
1.54508   4.75528   0         193.4
1.62784   4.72759   0         200.0
1.7101    4.69846   0         201.7
1.79184   4.6679    0         166.7
1.87303   4.63592   0         219.2
1.95366   4.60252   0         182.5
2.03368   4.56773   0         191.7
2.11309   4.53154   0         190.9
2.19186   4.49397   0         207.5
2.26995   4.45503   0         190.0
2.34736   4.41474   0         205.0
2.42405   4.3731    0         203.4
2.5       4.33013   0         187.5
2.57519   4.28584   0         209.2
2.6496    4.24024   0         196.7
2.7232    4.19335   0         188.4
2.79596   4.14519   0         185.9
2.86788   4.09576   0         198.4
2.93893   4.04508   0         213.4
3.00908   3.99318   0         195.9
3.07831   3.94005   0         200.9
3.1466    3.88573   0         200.9
3.21394   3.83022   0         211.7
3.2803    3.77355   0         200.0
3.34565   3.71572   0         206.7
3.40999   3.65677   0         196.7
3.47329   3.5967    0         164.2
3.53553   3.53553   0         180.0
3.5967    3.47329   0         198.4
3.65677   3.40999   0         186.7
3.71572   3.34565   0         198.4
3.77355   3.2803    0         176.7
3.83022   3.21394   0         214.2
3.88573   3.1466    0         203.4
3.94005   3.07831   0         222.6
3.99318   3.00908   0         195.0
4.04508   2.93893   0         180.0
4.09576   2.86788   0         202.5
4.14519   2.79596   0         197.5
4.19335   2.7232    0         200.0
4.24024   2.6496    0         182.5
4.28584   2.57519   0         190.9
4.33013   2.5       0         188.4
4.3731    2.42405   0         192.5
4.41474   2.34736   0         205.0
4.45503   2.26995   0         182.5
4.49397   2.19186   0         192.5
4.53154   2.11309   0         194.2
4.56773   2.03368   0         190.0
4.60252   1.95366   0         201.7
4.63592   1.87303   0         199.2
4.6679    1.79184   0         208.4
4.69846   1.7101    0         210.0
4.72759   1.62784   0         175.0
4.75528   1.54508   0         210.9
4.78152   1.46186   0         204.2
4.80631   1.37819   0         197.5
4.82963   1.2941    0         205.9
4.85148   1.20961   0         177.5
4.87185   1.12476   0         190.0
4.89074   1.03956   0         204.2
4.90814   0.95404   0         196.7
4.92404   0.86824   0         200.0
4.93844   0.78217   0         184.2
4.95134   0.69587   0         185.0
4.96273   0.60935   0         210.0
4.97261   0.52264   0         186.7
4.98097   0.43578   0         180.9
4.98782   0.34878   0         160.9
4.99315   0.26168   0         198.4
4.99695   0.1745    0         205.0
4.99924   0.08726   0         218.4
5         0         0         225.1
4.99924   -0.08726  0         194.2
4.99695   -0.1745   0         178.4
4.99315   -0.26168  0         188.4
4.98782   -0.34878  0         200.9
4.98097   -0.43578  0         230.9
4.97261   -0.52264  0         181.7
4.96273   -0.60935  0         210.0
4.95134   -0.69587  0         215.9
4.93844   -0.78217  0         199.2
4.92404   -0.86824  0         173.4
4.90814   -0.95404  0         182.5
4.89074   -1.03956  0         216.7
4.87185   -1.12476  0         186.7
4.85148   -1.20961  0         225.9
4.82963   -1.2941   0         197.5
4.80631   -1.37819  0         182.5
4.78152   -1.46186  0         188.4
4.75528   -1.54508  0         200.0
4.72759   -1.62784  0         195.9
4.69846   -1.7101   0         193.4
4.6679    -1.79184  0         209.2
4.63592   -1.87303  0         201.7
4.60252   -1.95366  0         200.0
4.56773   -2.03368  0         190.9
4.53154   -2.11309  0         205.9
4.49397   -2.19186  0         208.4
4.45503   -2.26995  0         189.2
4.41474   -2.34736  0         201.7
4.3731    -2.42405  0         192.5
4.33013   -2.5      0         188.4
4.28584   -2.57519  0         194.2
4.24024   -2.6496   0         192.5
4.19335   -2.7232   0         198.4
4.14519   -2.79596  0         180.9
4.09576   -2.86788  0         205.0
4.04508   -2.93893  0         183.4
3.99318   -3.00908  0         206.7
3.94005   -3.07831  0         195.0
3.88573   -3.1466   0         204.2
3.83022   -3.21394  0         172.5
3.77355   -3.2803   0         191.7
3.71572   -3.34565  0         202.5
3.65677   -3.40999  0         195.0
3.5967    -3.47329  0         200.9
3.53553   -3.53553  0         192.5
3.47329   -3.5967   0         183.4
3.40999   -3.65677  0         190.0
3.34565   -3.71572  0         201.7
3.2803    -3.77355  0         197.5
3.21394   -3.83022  0         190.9
3.1466    -3.88573  0         213.4
3.07831   -3.94005  0         209.2
3.00908   -3.99318  0         182.5
2.93893   -4.04508  0         213.4
2.86788   -4.09576  0         202.5
2.79596   -4.14519  0         186.7
2.7232    -4.19335  0         205.9
2.6496    -4.24024  0         195.0
2.57519   -4.28584  0         190.0
2.5       -4.33013  0         200.9
2.42405   -4.3731   0         184.2
2.34736   -4.41474  0         205.9
2.26995   -4.45503  0         208.4
2.19186   -4.49397  0         199.2
2.11309   -4.53154  0         178.4
2.03368   -4.56773  0         175.0
1.95366   -4.60252  0         198.4
1.87303   -4.63592  0         176.7
1.79184   -4.6679   0         206.7
